iter	TotalF1	MultiClass
411	0.9394366228	0.3757917241
412	0.9394366228	0.375072462
413	0.9432692419	0.3745398888
414	0.9432692419	0.374050625
415	0.9432692419	0.3736331922
416	0.9470988843	0.3728539601
417	0.9432692419	0.3719828282
418	0.9432692419	0.3716468544
419	0.9470988843	0.3709598568
420	0.9470988843	0.3704763767
421	0.9470988843	0.3699636823
422	0.9432135595	0.3695822757
423	0.9432135595	0.369066003
424	0.9432135595	0.3686780786
425	0.9470988843	0.3677835342
426	0.9470988843	0.3673593128
427	0.9470988843	0.3668942249
428	0.9470988843	0.3663751451
429	0.9470988843	0.3655072747
430	0.9470988843	0.3644928551
431	0.9470988843	0.3641172653
432	0.9470988843	0.3635787257
433	0.9470988843	0.3632350343
434	0.9432135595	0.3624699354
435	0.9470988843	0.3619882596
436	0.9470988843	0.3616325553
437	0.9470988843	0.3609428957
438	0.9470988843	0.3603919106
439	0.9470988843	0.3596302664
440	0.9470988843	0.3591578342
441	0.9470988843	0.3586354716
442	0.9470988843	0.3580569145
443	0.9470988843	0.3574194244
444	0.9470988843	0.3571147209
445	0.9470988843	0.3567676204
446	0.9470988843	0.3560022805
447	0.9470988843	0.3556071108
448	0.9470988843	0.3549430425
449	0.9470988843	0.3539453324
450	0.9470988843	0.3533743259
451	0.9470988843	0.3527677575
452	0.9470988843	0.3524354915
453	0.9470988843	0.351792666
454	0.9470988843	0.3508380815
455	0.9470988843	0.3498700145
456	0.9499083422	0.3491060141
457	0.9499083422	0.3485464029
458	0.9499083422	0.3481192967
459	0.9499083422	0.3472690477
460	0.9499083422	0.3467343523
461	0.9499083422	0.3459733764
462	0.9499083422	0.3453080121
463	0.9499083422	0.3445761666
464	0.9499083422	0.3441193411
465	0.9499083422	0.3436160838
466	0.9499083422	0.3430482645
467	0.9526871845	0.3424867417
468	0.9526871845	0.3418081462
469	0.9526871845	0.3410599689
470	0.9526871845	0.3402399606
471	0.9526871845	0.3397615311
472	0.9526871845	0.3394100295
473	0.9526871845	0.3391061619
474	0.9526871845	0.3385126645
475	0.9526871845	0.3380973523
476	0.9498906806	0.337641023
477	0.9498906806	0.337211919
478	0.9498906806	0.3367771646
479	0.9498906806	0.3362951401
480	0.9498906806	0.3358647015
481	0.9498906806	0.3354599993
482	0.9498906806	0.3349232185
483	0.9498906806	0.3339960185
484	0.9498906806	0.3334391761
485	0.9498906806	0.3331107212
486	0.9498906806	0.3325329108
487	0.9498906806	0.3320972953
488	0.9526871845	0.3314999277
489	0.9498906806	0.3310224569
490	0.9498906806	0.3306187386
491	0.9526871845	0.3300742936
492	0.9526871845	0.3292989821
493	0.9565758215	0.3287715666
494	0.9565758215	0.3281157195
495	0.9565758215	0.3277603732
496	0.9565758215	0.327041082
497	0.9537781629	0.3266164985
498	0.9593537829	0.3259255764
499	0.9593537829	0.3255365422
500	0.9593537829	0.324914949
501	0.9621360458	0.3245106773
502	0.9593537829	0.3238552672
503	0.9593537829	0.3235561963
504	0.9593537829	0.3232533074
505	0.9593537829	0.3228790347
506	0.9621360458	0.3225206372
507	0.9659716178	0.3221250735
508	0.9631745597	0.3214575071
509	0.9631745597	0.3210082948
510	0.9631745597	0.3205299592
511	0.9659716178	0.31999997
512	0.9659716178	0.3195654384
513	0.9659716178	0.3191914632
514	0.9659716178	0.3185757831
515	0.9659716178	0.3181030535
516	0.9659716178	0.3174748264
517	0.9659716178	0.3169461282
518	0.9659716178	0.3165760455
519	0.960396019	0.316155023
520	0.960396019	0.315666164
521	0.9631745597	0.315437005
522	0.9631745597	0.314859345
523	0.9631745597	0.3145945686
524	0.9631745597	0.3139952986
525	0.9631745597	0.313617824
526	0.9659716178	0.3130728532
527	0.9659716178	0.3125825248
528	0.9659716178	0.312140995
529	0.9698411687	0.3117547858
530	0.9659716178	0.3110066871
531	0.9659716178	0.3106599458
532	0.9698411687	0.3103679727
533	0.9698411687	0.3098165435
534	0.9698411687	0.3094598292
535	0.9698411687	0.3089563948
536	0.9698411687	0.3084631206
537	0.9698411687	0.3079528387
538	0.9726369808	0.3073809688
539	0.9726369808	0.3066336741
540	0.9726369808	0.3060470879
541	0.9715176774	0.3057755815
542	0.9753892002	0.3052148448
543	0.9753892002	0.3045569932
544	0.9753892002	0.304164499
545	0.9726369808	0.303532012
546	0.9726369808	0.3030533089
547	0.9726369808	0.3025661293
548	0.9726369808	0.3021318542
549	0.9726369808	0.3015507334
550	0.9726369808	0.3010631101
551	0.9726369808	0.3006621338
552	0.9726369808	0.3000395396
553	0.9726369808	0.299650059
554	0.9726369808	0.2990471716
555	0.9726369808	0.2986720524
556	0.9726369808	0.2982987267
557	0.9726369808	0.2980627951
558	0.9726369808	0.2976233413
559	0.9726369808	0.2974336421
560	0.9753892002	0.2970585594
561	0.9753892002	0.2966357961
562	0.9753892002	0.2964466579
563	0.9753892002	0.2960754153
564	0.9781708384	0.2958105394
565	0.9781708384	0.2954108908
566	0.9781708384	0.2949057282
567	0.9781708384	0.2943758095
568	0.9781708384	0.2939764143
569	0.9781708384	0.2936186313
570	0.9781708384	0.293317857
571	0.9781708384	0.292901269
572	0.9781708384	0.2926869144
573	0.9781708384	0.2924083238
574	0.9781708384	0.292222039
575	0.9781708384	0.2918128757
576	0.9781708384	0.291444497
577	0.9781708384	0.2911925541
578	0.9781708384	0.2908771775
579	0.9781708384	0.29041272
580	0.9809088209	0.2899966477
581	0.9781708384	0.2895856791
582	0.9809088209	0.2890420433
583	0.9809088209	0.2884935037
584	0.9809088209	0.2881628717
585	0.9809088209	0.2877382595
586	0.9809088209	0.2874661219
587	0.9809088209	0.2870482695
588	0.9809088209	0.2867560364
589	0.9809088209	0.2863908571
590	0.9809088209	0.2858662599
591	0.9809088209	0.2853439026
592	0.9809088209	0.2846900384
593	0.9809088209	0.284217052
594	0.9809088209	0.2835655834
595	0.9809088209	0.2830495244
596	0.9809088209	0.282696409
597	0.9809088209	0.2823097484
598	0.9809088209	0.2819297878
599	0.9809088209	0.2816053461
600	0.9809088209	0.2813318004
601	0.9836451614	0.2809594407
602	0.9836451614	0.2804496086
603	0.9836451614	0.2801453589
604	0.9809088209	0.2797606558
605	0.9809088209	0.2793192917
606	0.9809088209	0.2788632307
607	0.9809088209	0.278440047
608	0.9809088209	0.2781825806
609	0.9809088209	0.2779974191
610	0.9809088209	0.2774656734
611	0.9836451614	0.277037273
612	0.9809088209	0.2766308026
613	0.9836451614	0.2762948749
614	0.9809088209	0.276159686
615	0.9836451614	0.2757768997
616	0.9836451614	0.2753149213
617	0.9836451614	0.2747132049
618	0.9864015098	0.2743255109
619	0.9864015098	0.2740486683
620	0.9864015098	0.2739173904
621	0.9836451614	0.273339927
622	0.9864015098	0.272973327
623	0.9864015098	0.2724280094
624	0.9891570249	0.2720978609
625	0.9891570249	0.2719225245
626	0.9891570249	0.2716780433
627	0.9891570249	0.2713338706
628	0.9891570249	0.2710110794
629	0.9891570249	0.2707023038
630	0.9891570249	0.2704136559
631	0.9891570249	0.2700322909
632	0.9891570249	0.2695194018
633	0.9891570249	0.268983486
634	0.9891570249	0.2685768141
635	0.9891570249	0.2681917452
636	0.9891570249	0.2679184601
637	0.9891570249	0.2676192251
638	0.9891570249	0.2674043011
639	0.9891570249	0.2670398159
640	0.9891570249	0.2667058292
641	0.9891570249	0.2665582822
642	0.9891570249	0.2660671316
643	0.9891570249	0.2656943939
644	0.9891570249	0.2654478525
645	0.9891570249	0.2651214473
646	0.9891570249	0.2647209978
647	0.9891570249	0.2643971907
648	0.9891570249	0.2639161691
649	0.9891570249	0.2635686505
650	0.9891570249	0.2631536562
651	0.9891570249	0.2625140298
652	0.9891570249	0.2620236341
653	0.9891570249	0.261863318
654	0.9891570249	0.2615552185
655	0.9891570249	0.260998864
656	0.9891570249	0.2608025046
657	0.9891570249	0.2604089663
658	0.9891570249	0.2599326577
659	0.9891570249	0.2596667748
660	0.9891570249	0.2593310944
661	0.9891570249	0.2590344545
662	0.9891570249	0.2588969109
663	0.9891570249	0.258642378
664	0.9891570249	0.2584013936
665	0.9918687095	0.2579261757
666	0.9945795876	0.2576019948
667	0.9945795876	0.2571403111
668	0.9945795876	0.2567189385
669	0.9945795876	0.2562844151
670	0.9945795876	0.255852272
671	0.9945795876	0.2554983682
672	0.9945795876	0.2552981446
673	0.9945795876	0.2548637218
674	0.9945795876	0.2543068573
675	0.9945795876	0.2538918077
676	0.9945795876	0.2535323613
677	0.9945795876	0.2531131952
678	0.9945795876	0.252718791
679	0.9945795876	0.2524629781
680	0.9945795876	0.2520858367
681	0.9945795876	0.2518182554
682	0.9945795876	0.2514271215
683	0.9945795876	0.251056919
684	0.9945795876	0.2506595174
685	0.9945795876	0.2503724087
686	0.9945795876	0.2500132905
687	0.9945795876	0.249742585
688	0.9945795876	0.2493919742
689	0.9945795876	0.2487834629
690	0.9945795876	0.2483208202
691	0.9945795876	0.2480393284
692	0.9945795876	0.2477929732
693	0.9945795876	0.2475994368
694	0.9945795876	0.2471818528
695	0.9972899281	0.2466546942
696	0.9972899281	0.2463330907
697	0.9972899281	0.2458655172
698	0.9972899281	0.245581089
699	0.9972899281	0.2453142497
700	0.9972899281	0.2449086461
701	0.9972899281	0.2446252731
702	0.9972899281	0.244380734
703	0.9972899281	0.2440202799
704	0.9972899281	0.2438158553
705	0.9972899281	0.2433967561
706	0.9972899281	0.2427943342
707	0.9972899281	0.2425307078
708	0.9972899281	0.2422247782
709	0.9972899281	0.2418687301
710	0.9972899281	0.241587951
711	0.9972899281	0.2413895666
712	0.9972899281	0.2410832843
713	0.9972899281	0.2409279728
714	0.9972899281	0.2405440226
715	0.9972899281	0.2401617547
716	0.9972899281	0.2398986051
717	0.9972899281	0.2395561308
718	0.9972899281	0.2392873739
719	0.9972899281	0.2389434289
720	0.9972899281	0.2385653434
721	0.9972899281	0.238325229
722	0.9972899281	0.2379084895
723	0.9972899281	0.2376047451
724	0.9972899281	0.2373875493
725	0.9972899281	0.2370616816
726	0.9972899281	0.2367647126
727	0.9972899281	0.2364339568
728	0.9972899281	0.2362616475
729	0.9972899281	0.2360598258
730	0.9972899281	0.2358128435
731	0.9972899281	0.2355065245
732	0.9972899281	0.2352249195
733	0.9972899281	0.2350869864
734	0.9972899281	0.2347382883
735	0.9972899281	0.2345374297
736	0.9972899281	0.2341930802
737	0.9972899281	0.2340301133
738	0.9972899281	0.2337988907
739	0.9972899281	0.2334484608
740	0.9972899281	0.2332891088
741	0.9972899281	0.2330630484
742	0.9972899281	0.2327888632
743	0.9972899281	0.2325494567
744	0.9972899281	0.2323154688
745	0.9972899281	0.2319709353
746	0.9972899281	0.2315451868
747	0.9972899281	0.2313200108
748	0.9972899281	0.2311326193
749	0.9972899281	0.2307397446
750	0.9972899281	0.230402665
751	0.9972899281	0.2299883382
752	0.9972899281	0.2297620707
753	0.9972899281	0.2294364107
754	0.9972899281	0.229235994
755	0.9972899281	0.2290753202
756	0.9972899281	0.2289108173
757	0.9972899281	0.228657172
758	0.9972899281	0.228410395
759	0.9972899281	0.2282587466
760	0.9972899281	0.2280302397
761	0.9972899281	0.227763283
762	0.9972899281	0.2275027102
763	0.9972899281	0.227152082
764	0.9972899281	0.2266086118
765	0.9972899281	0.226394447
766	0.9972899281	0.2259631085
767	0.9972899281	0.2257997117
768	0.9972899281	0.2253988458
769	0.9972899281	0.2251833061
770	0.9972899281	0.2250021881
771	0.9972899281	0.2247998772
772	0.9972899281	0.2245507629
773	0.9972899281	0.2244167788
774	0.9972899281	0.2238787856
775	0.9972899281	0.2237024791
776	0.9972899281	0.2233538511
777	0.9972899281	0.2230331988
778	0.9972899281	0.2226907465
779	0.9972899281	0.222376053
780	0.9972899281	0.2222212878
781	0.9972899281	0.2218928067
782	0.9972899281	0.2217005692
783	0.9972899281	0.2214039065
784	0.9972899281	0.2210682622
785	0.9972899281	0.2208125201
786	0.9972899281	0.2205979647
787	0.9972899281	0.2204681369
788	0.9972899281	0.2202642129
789	0.9972899281	0.2199348877
790	0.9972899281	0.219698281
791	0.9972899281	0.2194080763
792	0.9972899281	0.219107307
793	0.9972899281	0.218810911
794	0.9972899281	0.218533574
795	0.9972899281	0.2182974565
796	0.9972899281	0.2181468861
797	0.9972899281	0.2178888785
798	0.9972899281	0.2175907885
799	0.9972899281	0.2173708118
800	0.9972899281	0.2171234276
801	0.9972899281	0.2168589965
802	0.9972899281	0.2166561049
803	0.9972899281	0.2163795862
804	0.9972899281	0.2161401368
805	0.9972899281	0.2158876695
806	0.9972899281	0.2154135537
807	0.9972899281	0.215264656
808	0.9972899281	0.2150923915
809	0.9972899281	0.2149036908
810	0.9972899281	0.2145856863
811	0.9972899281	0.2141505093
812	0.9972899281	0.213975737
813	0.9972899281	0.2136356722
814	0.9972899281	0.2133691109
815	0.9972899281	0.2131622525
816	0.9972899281	0.2127696854
817	0.9972899281	0.212571836
818	0.9972899281	0.2123929091
819	0.9972899281	0.2121704038
820	0.9972899281	0.2118598978
821	0.9972899281	0.2115987436
822	0.9972899281	0.2113586535
823	0.9972899281	0.2110703726
824	0.9972899281	0.2108563921
825	0.9972899281	0.2105386594
826	0.9972899281	0.2102760327
827	0.9972899281	0.2101138232
828	0.9972899281	0.2099351643
829	0.9972899281	0.2097696472
830	0.9972899281	0.2094495613
831	0.9972899281	0.209321407
832	0.9972899281	0.2091991039
833	0.9972899281	0.2090129294
834	0.9972899281	0.2087156593
835	0.9972899281	0.2084992124
836	0.9972899281	0.2083090699
837	0.9972899281	0.2080968105
838	0.9972899281	0.2079088314
839	0.9972899281	0.2075163654
840	0.9972899281	0.2073681484
841	0.9972899281	0.2071887522
842	0.9972899281	0.2070563775
843	0.9972899281	0.2067937567
844	0.9972899281	0.206624163
845	0.9972899281	0.2064046798
846	0.9972899281	0.2062479689
847	0.9972899281	0.2060200664
848	0.9972899281	0.2058449962
849	0.9972899281	0.2054774483
850	0.9972899281	0.2052523881
851	0.9972899281	0.2048954723
852	0.9972899281	0.2046730289
853	0.9972899281	0.2044480314
854	0.9972899281	0.2041556956
855	0.9972899281	0.2039554354
856	0.9972899281	0.2036650477
857	0.9972899281	0.2034800107
858	0.9972899281	0.2032839505
859	0.9972899281	0.2030533121
860	0.9972899281	0.2028945779
861	0.9972899281	0.2026802272
862	0.9972899281	0.2025029024
863	0.9972899281	0.2022948485
864	0.9972899281	0.2020304169
865	0.9972899281	0.2018350237
866	0.9972899281	0.2015715315
867	0.9972899281	0.2013621986
868	0.9972899281	0.2011530175
869	0.9972899281	0.2009642666
870	0.9972899281	0.2005187884
871	0.9972899281	0.200186653
872	0.9972899281	0.2000328449
873	0.9972899281	0.1997776589
874	0.9972899281	0.1996455651
875	0.9972899281	0.1994361897
876	0.9972899281	0.1990196352
877	0.9972899281	0.1988888573
878	0.9972899281	0.1987415771
879	0.9972899281	0.1985362709
880	0.9972899281	0.198373018
